C:\Users\rapha\Downloads\dependencies\apache,apache2,apache2-bin ,= 2.4.29-1ubuntu4.5,8
C:\Users\rapha\Downloads\dependencies\apache,apache2,apache2-data ,= 2.4.29-1ubuntu4.5,8
C:\Users\rapha\Downloads\dependencies\apache,apache2,apache2-utils ,= 2.4.29-1ubuntu4.5,8
C:\Users\rapha\Downloads\dependencies\apache,apache2,lsb-base,any,8
C:\Users\rapha\Downloads\dependencies\apache,apache2,mime-support,any,8
C:\Users\rapha\Downloads\dependencies\apache,apache2,perl,any,8
C:\Users\rapha\Downloads\dependencies\apache,apache2,perl:any,any,8
C:\Users\rapha\Downloads\dependencies\apache,apache2,procps,any,8
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libapr1 ,>= 1.6.2,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libaprutil1 ,>= 1.6.0,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libaprutil1-dbd-freetds,any,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libaprutil1-dbd-mysql,any,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libaprutil1-dbd-odbc,any,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libaprutil1-dbd-pgsql,any,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libaprutil1-dbd-sqlite3,any,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libaprutil1-ldap,any,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libc6 ,>= 2.14,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libldap-2.4-2 ,>= 2.4.7,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,liblua5.2-0,any,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libnghttp2-14 ,>= 1.15.0,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libpcre3,any,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libssl1.1 ,>= 1.1.0,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,libxml2 ,>= 2.7.4,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,perl:any,any,17
C:\Users\rapha\Downloads\dependencies\apache,apache2-bin,zlib1g ,>= 1:1.1.4,17
C:\Users\rapha\Downloads\dependencies\apache,libapr1,libc6 ,>= 2.15,2
C:\Users\rapha\Downloads\dependencies\apache,libapr1,libuuid1 ,>= 2.16,2
C:\Users\rapha\Downloads\dependencies\apache,libc6,libgcc1,any,1
C:\Users\rapha\Downloads\dependencies\apache,libgcc1,gcc-8-base ,= 8.2.0-1ubuntu2~18.04,2
C:\Users\rapha\Downloads\dependencies\apache,libgcc1,libc6 ,>= 2.14,2
C:\Users\rapha\Downloads\dependencies\apache,libuuid1,libc6 ,>= 2.25,1
C:\Users\rapha\Downloads\dependencies\apache,libaprutil1,libapr1 ,>= 1.6.2,6
C:\Users\rapha\Downloads\dependencies\apache,libaprutil1,libc6 ,>= 2.25,6
C:\Users\rapha\Downloads\dependencies\apache,libaprutil1,libdb5.3,any,6
