Aplicativo,Dependencia,Pacote,Versao,Peso
GBROWSE,libselinux1,libpcre3,any,2
GBROWSE,libpcre3,libc6 ,>= 2.14,1
GBROWSE,libbz2-1.0,libc6 ,>= 2.4,1
GBROWSE,liblzma5,libc6 ,>= 2.17,1
GBROWSE,libzstd1,libc6 ,>= 2.14,1
GBROWSE,zlib1g,libc6 ,>= 2.14,1
GBROWSE,libaprutil1-dbd-mysql,libaprutil1 ,= 1.6.1-2,3
GBROWSE,libaprutil1-dbd-mysql,libc6 ,>= 2.4,3
GBROWSE,libaprutil1-dbd-mysql,libmysqlclient20 ,>= 5.7.11,3
GBROWSE,libmysqlclient20,libc6 ,>= 2.14,5
GBROWSE,libmysqlclient20,libgcc1 ,>= 1:3.0,5
GBROWSE,libmysqlclient20,libstdc++6 ,>= 5.2,5
GBROWSE,libmysqlclient20,mysql-common ,>= 5.5,5
GBROWSE,libmysqlclient20,zlib1g ,>= 1:1.1.4,5
GBROWSE,libstdc++6,gcc-8-base ,= 8.3.0-6ubuntu1~18.04,3
GBROWSE,libstdc++6,libc6 ,>= 2.18,3
GBROWSE,libstdc++6,libgcc1 ,>= 1:4.2,3
GBROWSE,libaprutil1-dbd-odbc,libaprutil1 ,= 1.6.1-2,3
GBROWSE,libaprutil1-dbd-odbc,libc6 ,>= 2.14,3
GBROWSE,libaprutil1-dbd-odbc,libodbc1 ,>= 2.3.1,3
GBROWSE,libodbc1,libc6 ,>= 2.14,2
GBROWSE,libodbc1,libltdl7 ,>= 2.4.6,2
GBROWSE,libltdl7,libc6 ,>= 2.14,1
GBROWSE,libaprutil1-dbd-pgsql,libaprutil1 ,= 1.6.1-2,3
GBROWSE,libaprutil1-dbd-pgsql,libc6 ,>= 2.14,3
GBROWSE,libaprutil1-dbd-pgsql,libpq5,any,3
GBROWSE,libpq5,libc6 ,>= 2.14,4
GBROWSE,libpq5,libgssapi-krb5-2 ,>= 1.14+dfsg,4
GBROWSE,libpq5,libldap-2.4-2 ,>= 2.4.7,4
GBROWSE,libpq5,libssl1.1 ,>= 1.1.0,4
GBROWSE,libgssapi-krb5-2,libc6 ,>= 2.27,5
GBROWSE,libgssapi-krb5-2,libcom-err2 ,>= 1.34,5
GBROWSE,libgssapi-krb5-2,libk5crypto3 ,>= 1.16,5
GBROWSE,libgssapi-krb5-2,libkrb5-3 ,= 1.16-2ubuntu0.1,5
GBROWSE,libgssapi-krb5-2,libkrb5support0 ,>= 1.15~beta1,5
GBROWSE,libcom-err2,libc6 ,>= 2.17,1
GBROWSE,libk5crypto3,libc6 ,>= 2.14,2
GBROWSE,libk5crypto3,libkrb5support0 ,>= 1.16,2
GBROWSE,libkrb5support0,libc6 ,>= 2.14,1
GBROWSE,libkrb5-3,libc6 ,>= 2.16,5
GBROWSE,libkrb5-3,libcom-err2 ,>= 1.34,5
GBROWSE,libkrb5-3,libk5crypto3 ,>= 1.15~beta1,5
GBROWSE,libkrb5-3,libkeyutils1 ,>= 1.5.9,5
GBROWSE,libkrb5-3,libkrb5support0 ,= 1.16-2ubuntu0.1,5
GBROWSE,libkeyutils1,libc6 ,>= 2.14,1
GBROWSE,libldap-2.4-2,libc6 ,>= 2.14,5
GBROWSE,libldap-2.4-2,libgnutls30 ,>= 3.5.6,5
GBROWSE,libldap-2.4-2,libgssapi3-heimdal ,>= 1.4.0+git20110226,5
GBROWSE,libldap-2.4-2,libldap-common ,>= 2.4.45+dfsg-1ubuntu1.2,5
GBROWSE,libldap-2.4-2,libsasl2-2,any,5
GBROWSE,libgnutls30,libc6 ,>= 2.25,9
GBROWSE,libgnutls30,libgmp10 ,>= 2:6,9
GBROWSE,libgnutls30,libhogweed4,any,9
GBROWSE,libgnutls30,libidn2-0 ,>= 0.6,9
GBROWSE,libgnutls30,libnettle6,any,9
GBROWSE,libgnutls30,libp11-kit0 ,>= 0.23.1,9
GBROWSE,libgnutls30,libtasn1-6 ,>= 4.12,9
GBROWSE,libgnutls30,libunistring2 ,>= 0.9.7,9
GBROWSE,libgnutls30,zlib1g ,>= 1:1.1.4,9
GBROWSE,libgmp10,libc6 ,>= 2.14,1
GBROWSE,libhogweed4,libc6 ,>= 2.14,3
GBROWSE,libhogweed4,libgmp10 ,>= 2:6.0.0,3
GBROWSE,libhogweed4,libnettle6 ,2.4,3
GBROWSE,libnettle6,libc6 ,>= 2.14,1
GBROWSE,libidn2-0,libc6 ,>= 2.14,2
GBROWSE,libidn2-0,libunistring2 ,>= 0.9.7,2
GBROWSE,libunistring2,libc6 ,>= 2.14,1
GBROWSE,libp11-kit0,libc6 ,>= 2.26,2
GBROWSE,libp11-kit0,libffi6 ,>= 3.0.4,2
GBROWSE,libffi6,libc6 ,>= 2.14,1
GBROWSE,libtasn1-6,libc6 ,>= 2.14,1
GBROWSE,libgssapi3-heimdal,libasn1-8-heimdal ,>= 1.4.0+git20110226,7
GBROWSE,libgssapi3-heimdal,libc6 ,>= 2.14,7
GBROWSE,libgssapi3-heimdal,libcomerr2 ,>= 1.01,7
GBROWSE,libgssapi3-heimdal,libhcrypto4-heimdal ,>= 1.4.0+git20110226,7
GBROWSE,libgssapi3-heimdal,libheimntlm0-heimdal ,>= 1.4.0+git20110226,7
GBROWSE,libgssapi3-heimdal,libkrb5-26-heimdal ,>= 1.6~git20131117,7
GBROWSE,libgssapi3-heimdal,libroken18-heimdal ,>= 1.4.0+git20110226,7
GBROWSE,libasn1-8-heimdal,libc6 ,>= 2.14,3
GBROWSE,libasn1-8-heimdal,libcomerr2 ,>= 1.01,3
GBROWSE,libasn1-8-heimdal,libroken18-heimdal ,>= 1.4.0+git20110226,3
GBROWSE,libcomerr2,libcom-err2,any,1
GBROWSE,libroken18-heimdal,libc6 ,>= 2.16,1
GBROWSE,libhcrypto4-heimdal,libasn1-8-heimdal ,>= 1.4.0+git20110226,4
GBROWSE,libhcrypto4-heimdal,libc6 ,>= 2.14,4
GBROWSE,libhcrypto4-heimdal,libheimbase1-heimdal ,>= 1.4.0+git20110226,4
GBROWSE,libhcrypto4-heimdal,libroken18-heimdal ,>= 1.4.0+git20110226,4
GBROWSE,libheimbase1-heimdal,libc6 ,>= 2.14,1
GBROWSE,libheimntlm0-heimdal,libc6 ,>= 2.4,5
GBROWSE,libheimntlm0-heimdal,libhcrypto4-heimdal ,>= 1.4.0+git20110226,5
GBROWSE,libheimntlm0-heimdal,libkrb5-26-heimdal ,>= 1.4.0+git20110226,5
GBROWSE,libheimntlm0-heimdal,libroken18-heimdal ,>= 1.4.0+git20110226,5
GBROWSE,libheimntlm0-heimdal,libwind0-heimdal ,>= 1.4.0+git20110226,5
GBROWSE,libkrb5-26-heimdal,libasn1-8-heimdal ,>= 1.6~git20131117,9
GBROWSE,libkrb5-26-heimdal,libc6 ,>= 2.15,9
GBROWSE,libkrb5-26-heimdal,libcomerr2 ,>= 1.41.11,9
GBROWSE,libkrb5-26-heimdal,libhcrypto4-heimdal ,>= 1.7~git20161112,9
GBROWSE,libkrb5-26-heimdal,libheimbase1-heimdal ,>= 1.6~git20131117,9
GBROWSE,libkrb5-26-heimdal,libhx509-5-heimdal ,>= 1.4.0+git20110226,9
GBROWSE,libkrb5-26-heimdal,libroken18-heimdal ,>= 1.7~git20160418,9
GBROWSE,libkrb5-26-heimdal,libsqlite3-0 ,>= 3.5.9,9
GBROWSE,libkrb5-26-heimdal,libwind0-heimdal ,>= 1.6~git20120311,9
GBROWSE,libhx509-5-heimdal,libasn1-8-heimdal ,>= 1.4.0+git20110226,7
GBROWSE,libhx509-5-heimdal,libc6 ,>= 2.14,7
GBROWSE,libhx509-5-heimdal,libcomerr2 ,>= 1.34,7
GBROWSE,libhx509-5-heimdal,libhcrypto4-heimdal ,>= 1.4.0+git20110226,7
GBROWSE,libhx509-5-heimdal,libheimbase1-heimdal ,>= 1.6~git20131117,7
GBROWSE,libhx509-5-heimdal,libroken18-heimdal ,>= 1.7~git20150920,7
GBROWSE,libhx509-5-heimdal,libwind0-heimdal ,>= 1.4.0+git20110226,7
GBROWSE,libwind0-heimdal,libc6 ,>= 2.14,3
GBROWSE,libwind0-heimdal,libcomerr2 ,>= 1.01,3
GBROWSE,libwind0-heimdal,libroken18-heimdal ,>= 1.4.0+git20110226,3
GBROWSE,libsqlite3-0,libc6 ,>= 2.14,1
GBROWSE,libsasl2-2,libc6 ,>= 2.15,2
GBROWSE,libsasl2-2,libsasl2-modules-db ,>= 2.1.27~101-g0780600+dfsg-3ubuntu2,2
GBROWSE,libsasl2-modules-db,libc6 ,>= 2.14,2
GBROWSE,libsasl2-modules-db,libdb5.3,any,2
GBROWSE,libaprutil1-dbd-sqlite3,libaprutil1 ,= 1.6.1-2,3
GBROWSE,libaprutil1-dbd-sqlite3,libc6 ,>= 2.4,3
GBROWSE,libaprutil1-dbd-sqlite3,libsqlite3-0 ,>= 3.5.9,3
GBROWSE,libaprutil1-ldap,libaprutil1 ,= 1.6.1-2,3
GBROWSE,libaprutil1-ldap,libc6 ,>= 2.4,3
GBROWSE,libaprutil1-ldap,libldap-2.4-2 ,>= 2.4.7,3
GBROWSE,liblua5.2-0,libc6 ,>= 2.14,2
GBROWSE,liblua5.2-0,libstdc++6 ,>= 4.1.1,2
GBROWSE,libnghttp2-14,libc6 ,>= 2.14,1
GBROWSE,libxml2,libc6 ,>= 2.15,4
GBROWSE,libxml2,libicu60 ,>= 60.1-1~,4
GBROWSE,libxml2,liblzma5 ,>= 5.1.1alpha+20120614,4
GBROWSE,libxml2,zlib1g ,>= 1:1.2.3.3,4
GBROWSE,libicu60,libc6 ,>= 2.14,3
GBROWSE,libicu60,libgcc1 ,>= 1:3.0,3
GBROWSE,libicu60,libstdc++6 ,>= 5.2,3
GBROWSE,apache2-utils,libapr1 ,>= 1.4.8-2~,4
GBROWSE,apache2-utils,libaprutil1 ,>= 1.5.0,4
GBROWSE,apache2-utils,libc6 ,>= 2.14,4
GBROWSE,apache2-utils,libssl1.1 ,>= 1.1.0,4
GBROWSE,perl,libperl5.26 ,= 5.26.1-6ubuntu0.3,3
GBROWSE,perl,perl-base ,= 5.26.1-6ubuntu0.3,3
GBROWSE,perl,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,3
GBROWSE,libperl5.26,libbz2-1.0,any,7
GBROWSE,libperl5.26,libc6 ,>= 2.23,7
GBROWSE,libperl5.26,libdb5.3,any,7
GBROWSE,libperl5.26,libgdbm-compat4,any,7
GBROWSE,libperl5.26,libgdbm5 ,>= 1.12,7
GBROWSE,libperl5.26,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,7
GBROWSE,libperl5.26,zlib1g ,>= 1:1.2.2.3,7
GBROWSE,libgdbm-compat4,libc6 ,>= 2.14,2
GBROWSE,libgdbm-compat4,libgdbm5 ,>= 1.14,2
GBROWSE,perl-modules-5.26,perl-base ,>= 5.26.1-1,1
GBROWSE,procps,init-system-helpers ,>= 1.29~,7
GBROWSE,procps,libc6 ,>= 2.27,7
GBROWSE,procps,libncurses5 ,>= 6,7
GBROWSE,procps,libncursesw5 ,>= 6,7
GBROWSE,procps,libprocps6,any,7
GBROWSE,procps,libtinfo5 ,>= 6,7
GBROWSE,procps,lsb-base ,>= 3.0-10,7
GBROWSE,init-system-helpers,perl-base ,>= 5.20.1-3,1
GBROWSE,libncurses5,libc6 ,>= 2.14,2
GBROWSE,libncurses5,libtinfo5 ,= 6.1-1ubuntu1.18.04,2
GBROWSE,libtinfo5,libc6 ,>= 2.16,1
GBROWSE,libncursesw5,libc6 ,>= 2.14,2
GBROWSE,libncursesw5,libtinfo5 ,= 6.1-1ubuntu1.18.04,2
GBROWSE,libprocps6,libc6 ,>= 2.14,2
GBROWSE,libprocps6,libsystemd0 ,>= 209,2
GBROWSE,libgcrypt20,libc6 ,>= 2.15,2
GBROWSE,libgcrypt20,libgpg-error0 ,>= 1.25,2
GBROWSE,libgpg-error0,libc6 ,>= 2.15,1
GBROWSE,liblz4-1,libc6 ,>= 2.14,1
GBROWSE,perl,libperl5.26 ,= 5.26.1-6ubuntu0.3,3
GBROWSE,perl,perl-base ,= 5.26.1-6ubuntu0.3,3
GBROWSE,perl,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,3
GBROWSE,libperl5.26,libbz2-1.0,any,7
GBROWSE,libperl5.26,libc6 ,>= 2.23,7
GBROWSE,libperl5.26,libdb5.3,any,7
GBROWSE,libperl5.26,libgdbm-compat4,any,7
GBROWSE,libperl5.26,libgdbm5 ,>= 1.12,7
GBROWSE,libperl5.26,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,7
GBROWSE,libperl5.26,zlib1g ,>= 1:1.2.2.3,7
GBROWSE,libbz2-1.0,libc6 ,>= 2.4,1
GBROWSE,libc6,libgcc1,any,1
GBROWSE,libgcc1,gcc-8-base ,= 8.3.0-6ubuntu1~18.04,2
GBROWSE,libgcc1,libc6 ,>= 2.14,2
GBROWSE,libdb5.3,libc6 ,>= 2.17,1
GBROWSE,libgdbm-compat4,libc6 ,>= 2.14,2
GBROWSE,libgdbm-compat4,libgdbm5 ,>= 1.14,2
GBROWSE,libgdbm5,libc6 ,>= 2.14,1
GBROWSE,perl-modules-5.26,perl-base ,>= 5.26.1-1,1
GBROWSE,dpkg,tar ,>= 1.28-1,1
GBROWSE,libacl1,libattr1 ,>= 1:2.4.46-8,2
GBROWSE,libacl1,libc6 ,>= 2.14,2
GBROWSE,libattr1,libc6 ,>= 2.4,1
GBROWSE,libselinux1,libc6 ,>= 2.14,2
GBROWSE,libselinux1,libpcre3,any,2
GBROWSE,libpcre3,libc6 ,>= 2.14,1
GBROWSE,liblzma5,libc6 ,>= 2.17,1
GBROWSE,libzstd1,libc6 ,>= 2.14,1
GBROWSE,zlib1g,libc6 ,>= 2.14,1
MARIADB,mariadb-server,mariadb-server-10.1 ,>= 1:10.1.38-0ubuntu0.18.04.1,1
MARIADB,mariadb-server-10.1,debconf ,>= 0.5,21
MARIADB,mariadb-server-10.1,debconf-2.0,any,21
MARIADB,mariadb-server-10.1,galera-3 ,>= 25.3,21
MARIADB,mariadb-server-10.1,gawk,any,21
MARIADB,mariadb-server-10.1,iproute2,any,21
MARIADB,mariadb-server-10.1,libaio1 ,>= 0.3.93,21
MARIADB,mariadb-server-10.1,libc6 ,>= 2.17,21
MARIADB,mariadb-server-10.1,libdbi-perl,any,21
MARIADB,mariadb-server-10.1,libpam0g ,>= 0.99.7.1,21
MARIADB,mariadb-server-10.1,libstdc++6 ,>= 5.2,21
MARIADB,mariadb-server-10.1,libsystemd0,any,21
MARIADB,mariadb-server-10.1,lsb-base ,>= 3.0-10,21
MARIADB,mariadb-server-10.1,lsof,any,21
MARIADB,mariadb-server-10.1,mariadb-client-10.1 ,>= 1:10.1.38-0ubuntu0.18.04.1,21
MARIADB,mariadb-server-10.1,mariadb-server-core-10.1 ,>= 1:10.1.38-0ubuntu0.18.04.1,21
MARIADB,mariadb-server-10.1,passwd,any,21
MARIADB,mariadb-server-10.1,perl ,>= 5.6,21
MARIADB,mariadb-server-10.1,psmisc,any,21
MARIADB,mariadb-server-10.1,rsync,any,21
MARIADB,mariadb-server-10.1,socat,any,21
MARIADB,mariadb-server-10.1,zlib1g ,>= 1:1.2.0,21
MARIADB,dpkg,tar ,>= 1.28-1,1
MARIADB,libacl1,libattr1 ,>= 1:2.4.46-8,2
MARIADB,libacl1,libc6 ,>= 2.14,2
MARIADB,libattr1,libc6 ,>= 2.4,1
MARIADB,libc6,libgcc1,any,1
MARIADB,libgcc1,gcc-8-base ,= 8.2.0-1ubuntu2~18.04,2
MARIADB,libgcc1,libc6 ,>= 2.14,2
MARIADB,libselinux1,libc6 ,>= 2.14,2
MARIADB,libselinux1,libpcre3,any,2
MARIADB,libpcre3,libc6 ,>= 2.14,1
MARIADB,libbz2-1.0,libc6 ,>= 2.4,1
MARIADB,liblzma5,libc6 ,>= 2.17,1
MARIADB,libzstd1,libc6 ,>= 2.14,1
MARIADB,zlib1g,libc6 ,>= 2.14,1
MARIADB,galera-3,libc6 ,>= 2.14,4
MARIADB,galera-3,libgcc1 ,>= 1:3.0,4
MARIADB,galera-3,libssl1.0.0 ,>= 1.0.2~beta3,4
MARIADB,galera-3,libstdc++6 ,>= 5.2,4
MARIADB,libssl1.0.0,debconf ,>= 0.5,3
MARIADB,libssl1.0.0,debconf-2.0,any,3
MARIADB,libssl1.0.0,libc6 ,>= 2.14,3
MARIADB,libstdc++6,gcc-8-base ,= 8.2.0-1ubuntu2~18.04,3
MARIADB,libstdc++6,libc6 ,>= 2.18,3
MARIADB,libstdc++6,libgcc1 ,>= 1:4.2,3
MARIADB,libgmp10,libc6 ,>= 2.14,1
MARIADB,libmpfr6,libc6 ,>= 2.14,2
MARIADB,libmpfr6,libgmp10,any,2
MARIADB,libreadline7,libc6 ,>= 2.15,3
MARIADB,libreadline7,libtinfo5 ,>= 6,3
MARIADB,libreadline7,readline-common,any,3
MARIADB,libtinfo5,libc6 ,>= 2.16,1
MARIADB,readline-common,dpkg ,>= 1.15.4,2
MARIADB,readline-common,install-info,any,2
MARIADB,install-info,libc6 ,>= 2.14,1
MARIADB,libsigsegv2,libc6 ,>= 2.4,1
MARIADB,iproute2,libc6 ,>= 2.27,5
MARIADB,iproute2,libdb5.3,any,5
MARIADB,iproute2,libelf1 ,>= 0.131,5
MARIADB,iproute2,libmnl0 ,>= 1.0.3-4~,5
MARIADB,iproute2,libselinux1 ,>= 2.0.15,5
MARIADB,libdb5.3,libc6 ,>= 2.17,1
MARIADB,libelf1,libc6 ,>= 2.14,2
MARIADB,libelf1,zlib1g ,>= 1:1.1.4,2
MARIADB,libmnl0,libc6 ,>= 2.14,1
MARIADB,libaio1,libc6 ,>= 2.4,1
MARIADB,libdbi-perl,libc6 ,>= 2.4,3
MARIADB,libdbi-perl,perl ,>= 5.26.1-4build1,3
MARIADB,libdbi-perl,perlapi-5.26.1,any,3
MARIADB,perl,libperl5.26 ,= 5.26.1-6ubuntu0.3,3
MARIADB,perl,perl-base ,= 5.26.1-6ubuntu0.3,3
MARIADB,perl,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,3
MARIADB,libperl5.26,libbz2-1.0,any,7
MARIADB,libperl5.26,libc6 ,>= 2.23,7
MARIADB,libperl5.26,libdb5.3,any,7
MARIADB,libperl5.26,libgdbm-compat4,any,7
MARIADB,libperl5.26,libgdbm5 ,>= 1.12,7
MARIADB,libperl5.26,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,7
MARIADB,libperl5.26,zlib1g ,>= 1:1.2.2.3,7
MARIADB,libgdbm-compat4,libc6 ,>= 2.14,2
MARIADB,libgdbm-compat4,libgdbm5 ,>= 1.14,2
MARIADB,libgdbm5,libc6 ,>= 2.14,1
MARIADB,perl-modules-5.26,perl-base ,>= 5.26.1-1,1
MARIADB,libpam0g,debconf ,>= 0.5,4
MARIADB,libpam0g,debconf-2.0,any,4
MARIADB,libpam0g,libaudit1 ,>= 1:2.2.1,4
MARIADB,libpam0g,libc6 ,>= 2.14,4
MARIADB,libaudit1,libaudit-common ,>= 1:2.8.2-1ubuntu1,3
MARIADB,libaudit1,libc6 ,>= 2.14,3
MARIADB,libaudit1,libcap-ng0,any,3
MARIADB,libcap-ng0,libc6 ,>= 2.8,1
MARIADB,libgcrypt20,libc6 ,>= 2.15,2
MARIADB,libgcrypt20,libgpg-error0 ,>= 1.25,2
MARIADB,libgpg-error0,libc6 ,>= 2.15,1
MARIADB,liblz4-1,libc6 ,>= 2.14,1
MARIADB,lsof,libc6 ,>= 2.14,2
MARIADB,lsof,libselinux1 ,>= 1.32,2
MARIADB,mariadb-client-10.1,debianutils ,>= 1.6,11
MARIADB,mariadb-client-10.1,libaio1 ,>= 0.3.93,11
MARIADB,mariadb-client-10.1,libc6 ,>= 2.27,11
MARIADB,mariadb-client-10.1,libconfig-inifiles-perl,any,11
MARIADB,mariadb-client-10.1,libjemalloc1 ,>= 2.1.1,11
MARIADB,mariadb-client-10.1,libpcre3,any,11
MARIADB,mariadb-client-10.1,libstdc++6 ,>= 5.2,11
MARIADB,mariadb-client-10.1,libsystemd0,any,11
MARIADB,mariadb-client-10.1,mariadb-client-core-10.1 ,>= 1:10.1.38-0ubuntu0.18.04.1,11
MARIADB,mariadb-client-10.1,perl:any,any,11
MARIADB,mariadb-client-10.1,zlib1g ,>= 1:1.2.0,11
MARIADB,libconfig-inifiles-perl,libscalar-list-utils-perl ,>= 1:1.33,2
MARIADB,libconfig-inifiles-perl,perl ,>= 5.19.5,2
MARIADB,libscalar-list-utils-perl,libc6 ,>= 2.14,3
MARIADB,libscalar-list-utils-perl,perl ,>= 5.26.1-4build1,3
MARIADB,libscalar-list-utils-perl,perlapi-5.26.1,any,3
MARIADB,libjemalloc1,libc6 ,>= 2.14,1
MARIADB,mariadb-client-core-10.1,libaio1 ,>= 0.3.93,9
MARIADB,mariadb-client-core-10.1,libc6 ,>= 2.27,9
MARIADB,mariadb-client-core-10.1,libncurses5 ,>= 6,9
MARIADB,mariadb-client-core-10.1,libpcre3,any,9
MARIADB,mariadb-client-core-10.1,libreadline5 ,>= 5.2,9
MARIADB,mariadb-client-core-10.1,libstdc++6 ,>= 5.2,9
MARIADB,mariadb-client-core-10.1,libtinfo5 ,>= 6,9
MARIADB,mariadb-client-core-10.1,mariadb-common ,>= 1:10.1.38-0ubuntu0.18.04.1,9
MARIADB,mariadb-client-core-10.1,zlib1g ,>= 1:1.2.0,9
MARIADB,libncurses5,libc6 ,>= 2.14,2
MARIADB,libncurses5,libtinfo5 ,= 6.1-1ubuntu1.18.04,2
MARIADB,libreadline5,libc6 ,>= 2.15,3
MARIADB,libreadline5,libtinfo5 ,>= 6,3
MARIADB,libreadline5,readline-common,any,3
MARIADB,mariadb-common,mysql-common ,>= 5.6.25,1
MARIADB,mariadb-server-core-10.1,libaio1 ,>= 0.3.93,8
MARIADB,mariadb-server-core-10.1,libc6 ,>= 2.27,8
MARIADB,mariadb-server-core-10.1,libjemalloc1 ,>= 2.1.1,8
MARIADB,mariadb-server-core-10.1,libpcre3,any,8
MARIADB,mariadb-server-core-10.1,libstdc++6 ,>= 5.2,8
MARIADB,mariadb-server-core-10.1,libsystemd0,any,8
MARIADB,mariadb-server-core-10.1,mariadb-common ,>= 1:10.1.38-0ubuntu0.18.04.1,8
MARIADB,mariadb-server-core-10.1,zlib1g ,>= 1:1.2.0,8
MARIADB,passwd,libaudit1 ,>= 1:2.2.1,6
MARIADB,passwd,libc6 ,>= 2.14,6
MARIADB,passwd,libpam-modules,any,6
MARIADB,passwd,libpam0g ,>= 0.99.7.1,6
MARIADB,passwd,libselinux1 ,>= 1.32,6
MARIADB,passwd,libsemanage1 ,>= 2.0.3,6
MARIADB,libpam-modules-bin,libaudit1 ,>= 1:2.2.1,4
MARIADB,libpam-modules-bin,libc6 ,>= 2.14,4
MARIADB,libpam-modules-bin,libpam0g ,>= 0.99.7.1,4
MARIADB,libpam-modules-bin,libselinux1 ,>= 1.32,4
MARIADB,libsemanage1,libaudit1 ,>= 1:2.2.1,6
MARIADB,libsemanage1,libbz2-1.0,any,6
MARIADB,libsemanage1,libc6 ,>= 2.14,6
MARIADB,libsemanage1,libselinux1 ,>= 2.7,6
MARIADB,libsemanage1,libsemanage-common ,= 2.7-2build2,6
MARIADB,libsemanage1,libsepol1 ,>= 2.7,6
MARIADB,libsepol1,libc6 ,>= 2.14,1
MARIADB,psmisc,libc6 ,>= 2.14,3
MARIADB,psmisc,libselinux1 ,>= 1.32,3
MARIADB,psmisc,libtinfo5 ,>= 6,3
MARIADB,rsync,base-files ,>= 4.0.1,7
MARIADB,rsync,init-system-helpers ,>= 1.18~,7
MARIADB,rsync,libacl1 ,>= 2.2.51-8,7
MARIADB,rsync,libattr1 ,>= 1:2.4.46-8,7
MARIADB,rsync,libc6 ,>= 2.15,7
MARIADB,rsync,libpopt0 ,>= 1.14,7
MARIADB,rsync,lsb-base ,>= 3.2-14,7
MARIADB,base-files,libc6 ,>= 2.3.4,1
MARIADB,init-system-helpers,perl-base ,>= 5.20.1-3,1
MARIADB,libpopt0,libc6 ,>= 2.27,1
MARIADB,socat,libc6 ,>= 2.15,3
MARIADB,socat,libssl1.1 ,>= 1.1.0,3
MARIADB,socat,libwrap0 ,>= 7.6-4~,3
MARIADB,libssl1.1,debconf ,>= 0.5,3
MARIADB,libssl1.1,debconf-2.0,any,3
MARIADB,libssl1.1,libc6 ,>= 2.14,3
MARIADB,libwrap0,libc6 ,>= 2.14,1
MARIADB,adduser,debconf ,>= 0.5,3
MARIADB,adduser,debconf-2.0,any,3
MARIADB,adduser,passwd,any,3
PHP,php,php7.2,any,1
PHP,php7.2,libapache2-mod-php7.2,any,4
PHP,php7.2,php7.2-cgi,any,4
PHP,php7.2,php7.2-common,any,4
PHP,php7.2,php7.2-fpm,any,4
PHP,libapache2-mod-php7.2,apache2-api-20120211,any,17
PHP,libapache2-mod-php7.2,apache2-bin ,>= 2.4.16,17
PHP,libapache2-mod-php7.2,libargon2-0 ,>= 0~20160406~,17
PHP,libapache2-mod-php7.2,libc6 ,>= 2.27,17
PHP,libapache2-mod-php7.2,libmagic1,any,17
PHP,libapache2-mod-php7.2,libpcre3 ,>= 2:8.35,17
PHP,libapache2-mod-php7.2,libsodium23 ,>= 1.0.14,17
PHP,libapache2-mod-php7.2,libssl1.1 ,>= 1.1.0,17
PHP,libapache2-mod-php7.2,libxml2 ,>= 2.8.0,17
PHP,libapache2-mod-php7.2,mime-support,any,17
PHP,libapache2-mod-php7.2,php7.2-cli,any,17
PHP,libapache2-mod-php7.2,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,17
PHP,libapache2-mod-php7.2,php7.2-json,any,17
PHP,libapache2-mod-php7.2,php7.2-opcache,any,17
PHP,libapache2-mod-php7.2,tzdata,any,17
PHP,libapache2-mod-php7.2,ucf,any,17
PHP,libapache2-mod-php7.2,zlib1g ,>= 1:1.1.4,17
PHP,apache2-bin,libapr1 ,>= 1.6.2,17
PHP,apache2-bin,libaprutil1 ,>= 1.6.0,17
PHP,apache2-bin,libaprutil1-dbd-freetds,any,17
PHP,apache2-bin,libaprutil1-dbd-mysql,any,17
PHP,apache2-bin,libaprutil1-dbd-odbc,any,17
PHP,apache2-bin,libaprutil1-dbd-pgsql,any,17
PHP,apache2-bin,libaprutil1-dbd-sqlite3,any,17
PHP,apache2-bin,libaprutil1-ldap,any,17
PHP,apache2-bin,libc6 ,>= 2.14,17
PHP,apache2-bin,libldap-2.4-2 ,>= 2.4.7,17
PHP,apache2-bin,liblua5.2-0,any,17
PHP,apache2-bin,libnghttp2-14 ,>= 1.15.0,17
PHP,apache2-bin,libpcre3,any,17
PHP,apache2-bin,libssl1.1 ,>= 1.1.0,17
PHP,apache2-bin,libxml2 ,>= 2.7.4,17
PHP,apache2-bin,perl:any,any,17
PHP,apache2-bin,zlib1g ,>= 1:1.1.4,17
PHP,libapr1,libc6 ,>= 2.15,2
PHP,libapr1,libuuid1 ,>= 2.16,2
PHP,libc6,libgcc1,any,1
PHP,libgcc1,gcc-8-base ,= 8.2.0-1ubuntu2~18.04,2
PHP,libgcc1,libc6 ,>= 2.14,2
PHP,libuuid1,libc6 ,>= 2.25,1
PHP,libaprutil1,libapr1 ,>= 1.6.2,6
PHP,libaprutil1,libc6 ,>= 2.25,6
PHP,libaprutil1,libdb5.3,any,6
PHP,libaprutil1,libexpat1 ,>= 2.0.1,6
PHP,libaprutil1,libgdbm5 ,>= 1.14,6
PHP,libaprutil1,libssl1.1 ,>= 1.1.0,6
PHP,libdb5.3,libc6 ,>= 2.17,1
PHP,libexpat1,libc6 ,>= 2.25,1
PHP,libgdbm5,libc6 ,>= 2.14,1
PHP,libssl1.1,debconf ,>= 0.5,3
