Aplicativo,Dependencia,Pacote,Versao,Peso
WORDPRESS,libicu60,libgcc1 ,>= 1:3.0,3
WORDPRESS,libicu60,libstdc++6 ,>= 5.2,3
WORDPRESS,apache2-utils,libapr1 ,>= 1.4.8-2~,4
WORDPRESS,apache2-utils,libaprutil1 ,>= 1.5.0,4
WORDPRESS,apache2-utils,libc6 ,>= 2.14,4
WORDPRESS,apache2-utils,libssl1.1 ,>= 1.1.0,4
WORDPRESS,perl,libperl5.26 ,= 5.26.1-6ubuntu0.3,3
WORDPRESS,perl,perl-base ,= 5.26.1-6ubuntu0.3,3
WORDPRESS,perl,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,3
WORDPRESS,libperl5.26,libbz2-1.0,any,7
WORDPRESS,libperl5.26,libc6 ,>= 2.23,7
WORDPRESS,libperl5.26,libdb5.3,any,7
WORDPRESS,libperl5.26,libgdbm-compat4,any,7
WORDPRESS,libperl5.26,libgdbm5 ,>= 1.12,7
WORDPRESS,libperl5.26,perl-modules-5.26 ,>= 5.26.1-6ubuntu0.3,7
WORDPRESS,libperl5.26,zlib1g ,>= 1:1.2.2.3,7
WORDPRESS,libgdbm-compat4,libc6 ,>= 2.14,2
WORDPRESS,libgdbm-compat4,libgdbm5 ,>= 1.14,2
WORDPRESS,perl-modules-5.26,perl-base ,>= 5.26.1-1,1
WORDPRESS,procps,init-system-helpers ,>= 1.29~,7
WORDPRESS,procps,libc6 ,>= 2.27,7
WORDPRESS,procps,libncurses5 ,>= 6,7
WORDPRESS,procps,libncursesw5 ,>= 6,7
WORDPRESS,procps,libprocps6,any,7
WORDPRESS,procps,libtinfo5 ,>= 6,7
WORDPRESS,procps,lsb-base ,>= 3.0-10,7
WORDPRESS,init-system-helpers,perl-base ,>= 5.20.1-3,1
WORDPRESS,libncurses5,libc6 ,>= 2.14,2
WORDPRESS,libncurses5,libtinfo5 ,= 6.1-1ubuntu1.18.04,2
WORDPRESS,libtinfo5,libc6 ,>= 2.16,1
WORDPRESS,libncursesw5,libc6 ,>= 2.14,2
WORDPRESS,libncursesw5,libtinfo5 ,= 6.1-1ubuntu1.18.04,2
WORDPRESS,libprocps6,libc6 ,>= 2.14,2
WORDPRESS,libprocps6,libsystemd0 ,>= 209,2
WORDPRESS,libgcrypt20,libc6 ,>= 2.15,2
WORDPRESS,libgcrypt20,libgpg-error0 ,>= 1.25,2
WORDPRESS,libgpg-error0,libc6 ,>= 2.15,1
WORDPRESS,liblz4-1,libc6 ,>= 2.14,1
WORDPRESS,ca-certificates,debconf ,>= 0.5,3
WORDPRESS,ca-certificates,debconf-2.0,any,3
WORDPRESS,ca-certificates,openssl ,>= 1.1.0,3
WORDPRESS,openssl,libc6 ,>= 2.15,2
WORDPRESS,openssl,libssl1.1 ,>= 1.1.0,2
WORDPRESS,default-mysql-client,mysql-client-5.7,any,1
WORDPRESS,mysql-client-5.7,debianutils ,>= 1.6,8
WORDPRESS,mysql-client-5.7,libc6 ,>= 2.14,8
WORDPRESS,mysql-client-5.7,libgcc1 ,>= 1:3.0,8
WORDPRESS,mysql-client-5.7,liblz4-1 ,>= 0.0~r127,8
WORDPRESS,mysql-client-5.7,libstdc++6 ,>= 5.2,8
WORDPRESS,mysql-client-5.7,mysql-client-core-5.7,any,8
WORDPRESS,mysql-client-5.7,mysql-common ,>= 5.5,8
WORDPRESS,mysql-client-5.7,zlib1g ,>= 1:1.1.4,8
WORDPRESS,mysql-client-core-5.7,libaio1 ,>= 0.3.93,8
WORDPRESS,mysql-client-core-5.7,libc6 ,>= 2.14,8
WORDPRESS,mysql-client-core-5.7,libedit2 ,>= 2.11-20080614,8
WORDPRESS,mysql-client-core-5.7,libgcc1 ,>= 1:4.0,8
WORDPRESS,mysql-client-core-5.7,liblz4-1 ,>= 0.0~r130,8
WORDPRESS,mysql-client-core-5.7,libnuma1 ,>= 2.0.11,8
WORDPRESS,mysql-client-core-5.7,libstdc++6 ,>= 5.2,8
WORDPRESS,mysql-client-core-5.7,zlib1g ,>= 1:1.2.0,8
WORDPRESS,libaio1,libc6 ,>= 2.4,1
WORDPRESS,libedit2,libc6 ,>= 2.17,2
WORDPRESS,libedit2,libtinfo5 ,>= 6,2
WORDPRESS,libnuma1,libc6 ,>= 2.14,1
WORDPRESS,libapache2-mod-php,libapache2-mod-php7.2,any,1
WORDPRESS,libapache2-mod-php7.2,apache2-api-20120211,any,17
WORDPRESS,libapache2-mod-php7.2,apache2-bin ,>= 2.4.16,17
WORDPRESS,libapache2-mod-php7.2,libargon2-0 ,>= 0~20160406~,17
WORDPRESS,libapache2-mod-php7.2,libc6 ,>= 2.27,17
WORDPRESS,libapache2-mod-php7.2,libmagic1,any,17
WORDPRESS,libapache2-mod-php7.2,libpcre3 ,>= 2:8.35,17
WORDPRESS,libapache2-mod-php7.2,libsodium23 ,>= 1.0.14,17
WORDPRESS,libapache2-mod-php7.2,libssl1.1 ,>= 1.1.0,17
WORDPRESS,libapache2-mod-php7.2,libxml2 ,>= 2.8.0,17
WORDPRESS,libapache2-mod-php7.2,mime-support,any,17
WORDPRESS,libapache2-mod-php7.2,php7.2-cli,any,17
WORDPRESS,libapache2-mod-php7.2,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,17
WORDPRESS,libapache2-mod-php7.2,php7.2-json,any,17
WORDPRESS,libapache2-mod-php7.2,php7.2-opcache,any,17
WORDPRESS,libapache2-mod-php7.2,tzdata,any,17
WORDPRESS,libapache2-mod-php7.2,ucf,any,17
WORDPRESS,libapache2-mod-php7.2,zlib1g ,>= 1:1.1.4,17
WORDPRESS,libargon2-0,libc6 ,>= 2.14,1
WORDPRESS,libmagic1,libc6 ,>= 2.15,3
WORDPRESS,libmagic1,libmagic-mgc ,= 1:5.32-2ubuntu0.1,3
WORDPRESS,libmagic1,zlib1g ,>= 1:1.1.4,3
WORDPRESS,libsodium23,libc6 ,>= 2.25,1
WORDPRESS,php7.2-cli,libargon2-0 ,>= 0~20160406~,16
WORDPRESS,php7.2-cli,libc6 ,>= 2.27,16
WORDPRESS,php7.2-cli,libedit2 ,>= 2.11-20080614-4,16
WORDPRESS,php7.2-cli,libmagic1,any,16
WORDPRESS,php7.2-cli,libpcre3 ,>= 2:8.35,16
WORDPRESS,php7.2-cli,libsodium23 ,>= 1.0.14,16
WORDPRESS,php7.2-cli,libssl1.1 ,>= 1.1.0,16
WORDPRESS,php7.2-cli,libxml2 ,>= 2.8.0,16
WORDPRESS,php7.2-cli,mime-support,any,16
WORDPRESS,php7.2-cli,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,16
WORDPRESS,php7.2-cli,php7.2-json,any,16
WORDPRESS,php7.2-cli,php7.2-opcache,any,16
WORDPRESS,php7.2-cli,php7.2-readline,any,16
WORDPRESS,php7.2-cli,tzdata,any,16
WORDPRESS,php7.2-cli,ucf,any,16
WORDPRESS,php7.2-cli,zlib1g ,>= 1:1.1.4,16
WORDPRESS,php7.2-common,libc6 ,>= 2.15,4
WORDPRESS,php7.2-common,libssl1.1 ,>= 1.1.0,4
WORDPRESS,php7.2-common,php-common ,>= 1:35,4
WORDPRESS,php7.2-common,ucf,any,4
WORDPRESS,php-common,psmisc ,>= 22.15-1~,2
WORDPRESS,php-common,sed ,>= 4.1.1-1,2
WORDPRESS,psmisc,libc6 ,>= 2.14,3
WORDPRESS,psmisc,libselinux1 ,>= 1.32,3
WORDPRESS,psmisc,libtinfo5 ,>= 6,3
WORDPRESS,ucf,coreutils ,>= 5.91,3
WORDPRESS,ucf,debconf ,>= 1.5.19,3
WORDPRESS,ucf,sensible-utils,any,3
WORDPRESS,php7.2-json,libc6 ,>= 2.14,4
WORDPRESS,php7.2-json,php-common ,>= 1:35,4
WORDPRESS,php7.2-json,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,4
WORDPRESS,php7.2-json,ucf,any,4
WORDPRESS,php7.2-opcache,libc6 ,>= 2.27,4
WORDPRESS,php7.2-opcache,php-common ,>= 1:35,4
WORDPRESS,php7.2-opcache,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,4
WORDPRESS,php7.2-opcache,ucf,any,4
WORDPRESS,php7.2-readline,libc6 ,>= 2.14,5
WORDPRESS,php7.2-readline,libedit2 ,>= 3.1-20130611,5
WORDPRESS,php7.2-readline,php-common ,>= 1:35,5
WORDPRESS,php7.2-readline,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,5
WORDPRESS,php7.2-readline,ucf,any,5
WORDPRESS,tzdata,debconf ,>= 0.5,2
WORDPRESS,tzdata,debconf-2.0,any,2
WORDPRESS,libjs-cropper,libjs-scriptaculous ,>= 1.9.0,1
WORDPRESS,libjs-scriptaculous,libjs-prototype,any,1
WORDPRESS,libphp-phpmailer,php-common,any,1
WORDPRESS,php,php7.2,any,1
WORDPRESS,php7.2,libapache2-mod-php7.2,any,4
WORDPRESS,php7.2,php7.2-cgi,any,4
WORDPRESS,php7.2,php7.2-common,any,4
WORDPRESS,php7.2,php7.2-fpm,any,4
WORDPRESS,php7.2-cgi,libargon2-0 ,>= 0~20160406~,15
WORDPRESS,php7.2-cgi,libc6 ,>= 2.27,15
WORDPRESS,php7.2-cgi,libmagic1,any,15
WORDPRESS,php7.2-cgi,libpcre3 ,>= 2:8.35,15
WORDPRESS,php7.2-cgi,libsodium23 ,>= 1.0.14,15
WORDPRESS,php7.2-cgi,libssl1.1 ,>= 1.1.0,15
WORDPRESS,php7.2-cgi,libxml2 ,>= 2.8.0,15
WORDPRESS,php7.2-cgi,mime-support,any,15
WORDPRESS,php7.2-cgi,php7.2-cli,any,15
WORDPRESS,php7.2-cgi,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,15
WORDPRESS,php7.2-cgi,php7.2-json,any,15
WORDPRESS,php7.2-cgi,php7.2-opcache,any,15
WORDPRESS,php7.2-cgi,tzdata,any,15
WORDPRESS,php7.2-cgi,ucf,any,15
WORDPRESS,php7.2-cgi,zlib1g ,>= 1:1.1.4,15
WORDPRESS,php7.2-fpm,libapparmor1 ,>= 2.7.0~beta1+bzr1772,17
WORDPRESS,php7.2-fpm,libargon2-0 ,>= 0~20160406~,17
WORDPRESS,php7.2-fpm,libc6 ,>= 2.27,17
WORDPRESS,php7.2-fpm,libmagic1,any,17
WORDPRESS,php7.2-fpm,libpcre3 ,>= 2:8.35,17
WORDPRESS,php7.2-fpm,libsodium23 ,>= 1.0.14,17
WORDPRESS,php7.2-fpm,libssl1.1 ,>= 1.1.0,17
WORDPRESS,php7.2-fpm,libsystemd0,any,17
WORDPRESS,php7.2-fpm,libxml2 ,>= 2.8.0,17
WORDPRESS,php7.2-fpm,mime-support,any,17
WORDPRESS,php7.2-fpm,php7.2-cli,any,17
WORDPRESS,php7.2-fpm,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,17
WORDPRESS,php7.2-fpm,php7.2-json,any,17
WORDPRESS,php7.2-fpm,php7.2-opcache,any,17
WORDPRESS,php7.2-fpm,tzdata,any,17
WORDPRESS,php7.2-fpm,ucf,any,17
WORDPRESS,php7.2-fpm,zlib1g ,>= 1:1.1.4,17
WORDPRESS,libapparmor1,libc6 ,>= 2.17,1
WORDPRESS,php-gd,php-common,any,2
WORDPRESS,php-gd,php7.2-gd,any,2
WORDPRESS,php7.2-gd,libc6 ,>= 2.4,6
WORDPRESS,php7.2-gd,libgd3 ,>= 2.1.1,6
WORDPRESS,php7.2-gd,libxpm4,any,6
WORDPRESS,php7.2-gd,php-common ,>= 1:35,6
WORDPRESS,php7.2-gd,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,6
WORDPRESS,php7.2-gd,ucf,any,6
WORDPRESS,libgd3,libc6 ,>= 2.14,9
WORDPRESS,libgd3,libfontconfig1 ,>= 2.12,9
WORDPRESS,libgd3,libfreetype6 ,>= 2.2.1,9
WORDPRESS,libgd3,libjpeg8 ,>= 8c,9
WORDPRESS,libgd3,libpng16-16 ,>= 1.6.2-1,9
WORDPRESS,libgd3,libtiff5 ,>= 4.0.3,9
WORDPRESS,libgd3,libwebp6 ,>= 0.5.1,9
WORDPRESS,libgd3,libxpm4,any,9
WORDPRESS,libgd3,zlib1g ,>= 1:1.1.4,9
WORDPRESS,libfontconfig1,fontconfig-config ,>= 2.12.6-0ubuntu2,4
WORDPRESS,libfontconfig1,libc6 ,>= 2.14,4
WORDPRESS,libfontconfig1,libexpat1 ,>= 2.0.1,4
WORDPRESS,libfontconfig1,libfreetype6 ,>= 2.2.1,4
WORDPRESS,fontconfig-config,fonts-dejavu-core,any,5
WORDPRESS,fontconfig-config,fonts-freefont,any,5
WORDPRESS,fontconfig-config,fonts-liberation,any,5
WORDPRESS,fontconfig-config,ttf-bitstream-vera,any,5
WORDPRESS,fontconfig-config,ucf ,>= 0.29,5
WORDPRESS,libfreetype6,libc6 ,>= 2.14,3
WORDPRESS,libfreetype6,libpng16-16 ,>= 1.6.2-1,3
WORDPRESS,libfreetype6,zlib1g ,>= 1:1.1.4,3
WORDPRESS,libpng16-16,libc6 ,>= 2.14,2
WORDPRESS,libpng16-16,zlib1g ,>= 1:1.2.11,2
WORDPRESS,libjpeg8,libjpeg-turbo8 ,>= 1.1.90+svn722-1ubuntu6,1
WORDPRESS,libjpeg-turbo8,libc6 ,>= 2.14,1
WORDPRESS,multiarch-support,libc6 ,>= 2.3.6-2,1
WORDPRESS,libtiff5,libc6 ,>= 2.14,5
WORDPRESS,libtiff5,libjbig0 ,>= 2.0,5
WORDPRESS,libtiff5,libjpeg8 ,>= 8c,5
WORDPRESS,libtiff5,liblzma5 ,>= 5.1.1alpha+20120614,5
WORDPRESS,libtiff5,zlib1g ,>= 1:1.1.4,5
WORDPRESS,libjbig0,libc6 ,>= 2.4,1
WORDPRESS,libwebp6,libc6 ,>= 2.14,1
WORDPRESS,libxpm4,libc6 ,>= 2.14,2
WORDPRESS,libxpm4,libx11-6,any,2
WORDPRESS,libx11-6,libc6 ,>= 2.15,3
WORDPRESS,libx11-6,libx11-data,any,3
WORDPRESS,libx11-6,libxcb1 ,>= 1.11.1,3
WORDPRESS,libxcb1,libc6 ,>= 2.14,3
WORDPRESS,libxcb1,libxau6,any,3
WORDPRESS,libxcb1,libxdmcp6,any,3
WORDPRESS,libxau6,libc6 ,>= 2.4,1
WORDPRESS,libxdmcp6,libbsd0 ,>= 0.2.0,2
WORDPRESS,libxdmcp6,libc6 ,>= 2.4,2
WORDPRESS,libbsd0,libc6 ,>= 2.25,1
WORDPRESS,php-getid3,php-common,any,1
WORDPRESS,php-mysql,php-common,any,2
WORDPRESS,php-mysql,php7.2-mysql,any,2
WORDPRESS,php7.2-mysql,libc6 ,>= 2.15,0
WORDPRESS,php7.2-mysql,php-common ,>= 1:35,0
WORDPRESS,php7.2-mysql,php7.2-common ,= 7.2.15-0ubuntu0.18.04.1,0
WORDPRESS,php7.2-mysql,ucf,any,0
